BEGIN_DAY,BEGIN_TIME,END_DAY,END_TIME,STATE,YEAR,MONTH_NAME,CZ_TYPE,CZ_NAME,CZ_TIMEZONE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,LAT,LON,END_LAT,END_LON
9,1901,9,1902,OKLAHOMA,2006,May,C,ATOKA,CST,0,0,0,0,,,0,0.6,30,34.45,-96.01667,34.45,-96.01667
7,1753,7,1758,KANSAS,2006,May,C,FINNEY,CST,0,0,0,0,,,0,1,150,38.13333,-101.06667,38.11667,-101.06667
3,1257,3,1300,MISSOURI,2006,May,C,OREGON,CST,0,0,0,0,,,0,2,20,36.61667,-91.16667,36.61667,-91.13333
5,2306,5,2306,TEXAS,2006,May,C,CORYELL,CST,0,0,0,0,,,0,0.1,25,32.1,-98.96667,32.1,-98.96667
20,1733,20,1733,SOUTH CAROLINA,2006,May,C,BERKELEY,EST,0,0,0,0,,,0,0.2,100,33.41667,-79.91667,33.41667,-79.91667
24,1620,24,1620,ILLINOIS,2006,May,C,KANKAKEE,CST,0,0,0,0,75K,,1,1.5,50,41.03333,-87.8,41.05,-87.76667
2,1810,2,1810,TEXAS,2006,May,C,HARDEMAN,CST,0,0,0,0,,,0,0.2,60,34.28333,-99.48333,34.28333,-99.48333
9,1759,9,1759,OKLAHOMA,2006,May,C,COAL,CST,0,0,0,0,,,0,0.2,20,34.46667,-96.33333,34.46667,-96.33333
6,1805,6,1808,OKLAHOMA,2006,April,C,CRAIG,CST,0,0,0,0,20K,,0,3.5,40,36.96667,-95.23333,36.96667,-95.15
10,1535,10,1538,LOUISIANA,2006,May,C,TENSAS,CST,0,0,0,0,60K,,0,2,50,32.1,-91.21667,32.13333,-91.2
11,1715,11,1718,VIRGINIA,2006,May,C,STAFFORD,EST,0,0,0,0,25K,,0,0.4,50,38.36667,-77.46667,38.36667,-77.46667
10,1410,10,1410,SOUTH DAKOTA,2006,June,C,OGLALA LAKOTA,MST,0,0,0,0,0,0,0,0.1,10,43.03333,-102.81667,43.03333,-102.81667
5,1941,5,1946,NORTH DAKOTA,2006,June,C,RICHLAND,CST,0,0,0,0,,,0,2,25,45.96667,-96.96667,45.96667,-96.9
24,1610,24,1611,ILLINOIS,2006,May,C,MADISON,CST,0,0,0,0,20K,,0,0.2,50,38.88333,-90,38.88333,-90
14,1925,14,1925,NORTH CAROLINA,2006,May,C,PITT,EST,0,0,0,0,,,0,0.1,25,35.8,-77.38333,35.8,-77.38333
20,1609,20,1609,NEBRASKA,2006,June,C,SHERIDAN,MST,0,0,0,0,150K,,1,0.1,10,42.7,-102.45,42.7,-102.45
13,1255,13,1255,OREGON,2006,June,C,HARNEY,MST,0,0,0,0,0,0,0,1,10,43.48333,-119.88333,43.48333,-119.88333
13,2310,14,2310,SOUTH CAROLINA,2006,June,C,CHARLESTON,EST,0,0,0,0,5K,,0,0.2,100,33.01667,-80.15,33.01667,-80.15
13,2334,13,2334,SOUTH CAROLINA,2006,June,C,BERKELEY,EST,1,0,0,0,20K,,0,0.7,150,33.31667,-80.16667,33.31667,-80.16667
17,1550,17,1550,IOWA,2006,July,C,TAMA,CST,0,0,0,0,1K,2K,0,0.2,30,42.08333,-92.4,42.08333,-92.4
21,1445,21,1450,TEXAS,2006,June,C,DEAF SMITH,CST,0,0,0,0,,,0,0.1,25,36.26667,-101.53333,36.26667,-101.53333
21,1746,21,1748,COLORADO,2006,June,C,YUMA,MST,0,0,0,0,,,0,0.3,20,39.68333,-102.51667,39.68333,-102.51667
26,1420,26,1442,COLORADO,2006,June,C,COSTILLA,MST,0,0,0,0,,,0,3,100,37.26667,-105.65,37.16667,-105.56667
13,1330,13,1330,SOUTH CAROLINA,2006,June,C,BEAUFORT,EST,0,0,0,0,,,0,0.1,10,32.5,-80.81667,32.5,-80.81667
21,1638,21,1645,TEXAS,2006,June,C,HANSFORD,CST,0,0,0,0,,,0,0.2,50,34.81667,-102.4,34.81667,-102.4
21,1810,21,1820,TEXAS,2006,June,C,HANSFORD,CST,0,0,0,0,,,0,0.2,50,35.1,-101.81667,35.1,-101.81667
21,1724,21,1731,OKLAHOMA,2006,June,C,TEXAS,CST,0,0,0,0,,,0,0.2,50,36.9,-101,36.9,-101
22,1225,22,1230,MISSOURI,2006,June,C,AUDRAIN,CST,0,0,0,0,,,0,3.5,50,39.26667,-91.63333,39.26667,-91.58333
22,1205,22,1206,MISSOURI,2006,June,C,AUDRAIN,CST,0,0,0,0,,,0,0.1,40,39.26667,-91.95,39.26667,-91.95
22,1207,22,1209,MISSOURI,2006,June,C,AUDRAIN,CST,0,0,0,0,,,1,1,50,39.25,-91.93333,39.26667,-91.9
22,1232,22,1246,COLORADO,2006,June,C,ELBERT,MST,0,0,0,0,0,0,1,0.1,100,39.16667,-104.6,39.16667,-104.6
22,1400,22,1403,OHIO,2006,June,C,MERCER,EST,0,0,0,0,20K,,0,0.2,30,40.13333,-83.76667,40.13333,-83.76667
22,1430,22,1433,OHIO,2006,June,C,AUGLAIZE,EST,0,0,0,0,10K,,0,0.1,20,40.36667,-83.76667,40.36667,-83.76667
3,1453,3,1505,KANSAS,2006,May,C,BOURBON,CST,0,0,0,0,,,0,4,50,37.73333,-94.7,37.73333,-94.63333
3,1505,3,1520,MISSOURI,2006,May,C,VERNON,CST,0,0,0,0,,,0,7,50,37.66667,-94.56667,37.7,-94.51667
3,1709,3,1710,KANSAS,2006,May,C,CRAWFORD,CST,0,0,0,0,,,0,0.1,30,37.61667,-94.86667,37.61667,-94.86667
2,1719,2,1725,SOUTH DAKOTA,2006,May,C,KINGSBURY,CST,0,0,0,0,.05M,,1,2.1,100,44.41667,-97.36667,44.4,-97.31667
7,2140,7,2141,NORTH DAKOTA,2006,May,C,CASS,CST,0,0,0,0,,,0,0.2,25,47.18333,-96.86667,47.18333,-96.86667
10,1734,10,1739,TEXAS,2006,May,C,KENEDY,CST,0,0,0,0,,,0,0.1,20,26.3,-98.16667,26.3,-98.16667
22,1420,22,1420,COLORADO,2006,June,C,ELBERT,MST,0,0,0,0,0,0,0,0.1,50,38.9,-103.81667,38.9,-103.81667
24,1835,24,1838,SOUTH DAKOTA,2006,June,C,HAND,CST,0,0,0,0,,,0,0.5,10,44.45,-99.06667,44.45,-99.08333
22,1315,22,1316,MISSOURI,2006,June,C,PIKE,CST,0,0,0,0,,,0,0.3,50,39.25,-91.23333,39.25,-91.23333
24,1627,24,1627,MINNESOTA,2006,June,C,NORMAN,CST,0,0,0,0,,,0,0.1,25,47.3,-96.2,47.3,-96.2
5,1630,5,1634,MINNESOTA,2006,June,C,GRANT,CST,0,0,0,0,,,1,1.5,50,48.58333,-96.51667,48.58333,-96.51667
17,1921,17,1923,KANSAS,2006,June,C,BUTLER,CST,0,0,0,0,,,0,0.5,40,37.53333,-96.58333,37.53333,-96.58333
17,1942,17,1946,KANSAS,2006,June,C,ELK,CST,0,0,0,0,,,0,2,50,37.41667,-96.45,37.43333,-96.45
20,1841,20,1841,SOUTH CAROLINA,2006,May,C,BERKELEY,EST,0,0,0,0,,,0,0.1,10,33.3,-79.95,33.3,-79.95
18,1327,18,1339,WISCONSIN,2006,June,C,WASHINGTON,CST,1,0,0,0,4M,,1,4.6,400,43.31667,-88.41667,43.28333,-88.35
31,1340,31,1344,ILLINOIS,2006,May,C,DOUGLAS,CST,0,0,0,0,,,0,0.5,50,39.88333,-88.38333,39.88333,-88.38333
14,1842,14,1842,SOUTH CAROLINA,2006,May,C,BERKELEY,EST,0,0,0,0,.5K,,0,0.1,25,32.9,-79.93333,32.9,-79.93333
14,1948,14,1950,SOUTH CAROLINA,2006,May,C,CHARLESTON,EST,0,0,0,0,,,1,1.8,175,32.8,-80.26667,32.8,-80.23333
2,1612,2,1614,TEXAS,2006,May,C,MITCHELL,CST,0,0,0,0,5K,0,1,0.1,30,32.3,-100.95,32.3,-100.95
2,1610,2,1612,TEXAS,2006,May,C,MITCHELL,CST,0,0,0,0,10K,0,0,0.1,30,32.33333,-101,32.33333,-101
31,1415,31,1427,INDIANA,2006,May,C,WHITE,EST,0,0,0,0,,,0,7,50,40.75,-86.73333,40.76667,-86.58333
31,1427,31,1430,INDIANA,2006,May,C,CASS,EST,0,0,0,0,,,0,0.1,25,40.76667,-86.56667,40.76667,-86.56667
6,1814,6,1825,WISCONSIN,2006,June,C,IOWA,CST,0,0,0,0,,,0,2.7,30,43.06667,-90.03333,43.05,-89.95
4,1904,4,1908,TEXAS,2006,May,C,MASON,CST,0,0,0,0,75K,,1,3,20,30.65,-99,30.63333,-99
24,1651,24,1652,ILLINOIS,2006,May,C,BOND,CST,0,0,0,0,,,0,1.3,100,38.96667,-89.31667,38.96667,-89.28333
14,1349,14,1350,NORTH CAROLINA,2006,May,C,CABARRUS,EST,0,0,0,0,5K,,1,0.2,50,35.45,-80.48333,35.45,-80.48333
10,1720,10,1723,OHIO,2006,May,C,HIGHLAND,EST,0,0,0,0,30K,,0,0.5,30,39.2,-83.5,39.2,-83.5
10,1344,10,1348,ALABAMA,2006,May,C,MARENGO,CST,0,0,0,0,24K,,1,2.6,150,32.33333,-87.83333,32.3,-87.8
11,1605,11,1606,VIRGINIA,2006,May,C,FLUVANNA,EST,0,0,0,0,3K,,0,0.2,30,37.93333,-78.13333,37.93333,-78.13333
24,1635,24,1635,ILLINOIS,2006,May,C,COLES,CST,0,0,0,0,,,0,0.2,50,40.68333,-89.8,40.68333,-89.8
10,1658,10,1702,INDIANA,2006,May,C,POSEY,CST,0,0,0,0,,,0,2.5,60,38.2,-87.9,38.21667,-87.86667
5,1709,5,1716,TEXAS,2006,May,C,TERRY,CST,0,0,0,0,500K,0,0,1.5,100,33.31667,-102.35,33.3,-102.33333
6,1612,6,1612,IOWA,2006,June,C,DAVIS,CST,0,0,0,0,,1K,0,0.2,30,40.8,-92.35,40.8,-92.35
31,1320,31,1325,ILLINOIS,2006,May,C,CHAMPAIGN,CST,0,0,0,0,,,0,1.2,50,40.08333,-88.35,40.08333,-88.33333
14,1140,14,1141,NORTH CAROLINA,2006,June,C,CARTERET,EST,0,0,0,0,25K,,0,0.5,25,34.7,-76.73333,34.71667,-76.7
24,1654,24,1655,ILLINOIS,2006,May,C,BOND,CST,0,0,0,0,,,0,1.3,100,38.98333,-89.35,38.98333,-89.33333
31,1325,31,1328,ILLINOIS,2006,May,C,PIATT,CST,0,0,0,0,,,0,0.4,30,39.9,-88.58333,39.9,-88.56667
31,1339,31,1343,ILLINOIS,2006,May,C,DOUGLAS,CST,0,0,0,0,,,0,0.6,50,39.83333,-88.4,39.86667,-88.36667
31,1339,31,1343,ILLINOIS,2006,May,C,DOUGLAS,CST,0,0,0,0,,,0,0.6,50,39.85,-88.35,39.85,-88.31667
31,1341,31,1341,ILLINOIS,2006,May,C,DOUGLAS,CST,0,0,0,0,,,0,0.1,30,39.85,-88.18333,39.85,-88.18333
23,1205,23,1210,NORTH DAKOTA,2006,June,C,LA MOURE,CST,0,0,0,0,,,0,1,40,46.41667,-98.63333,46.43333,-98.61667
10,1530,10,1530,NEBRASKA,2006,June,C,CHERRY,MST,0,0,0,0,,,0,0.1,10,42.96667,-101.5,42.96667,-101.5
10,1550,10,1550,NEBRASKA,2006,June,C,KEITH,MST,0,0,0,0,,,0,0.1,10,41.3,-101.95,41.3,-101.95
10,1625,10,1625,NEBRASKA,2006,June,C,KEITH,MST,0,0,0,0,1K,,0,0.2,20,41.1,-101.58333,41.1,-101.58333
5,1900,5,1914,TEXAS,2006,May,C,MARTIN,CST,0,0,0,0,0,0,2,6.1,250,32.73333,-102.66667,32.71667,-102.65
2,1603,2,1617,ARKANSAS,2006,April,C,LAWRENCE,CST,0,0,0,0,100K,,0,7,100,34.76667,-90.75,34.76667,-90.75
2,1637,2,1646,ARKANSAS,2006,April,C,RANDOLPH,CST,0,0,0,0,1M,,3,8,300,36.2,-91.33333,36.23333,-91.2
2,1931,2,1935,TENNESSEE,2006,April,C,WEAKLEY,CST,2,0,0,0,500K,,3,5,200,36.1,-88.73333,36.11667,-88.56667
12,709,12,709,FLORIDA,2006,June,C,POLK,EST,0,0,0,0,,,0,0.5,40,27.95,-81.76667,27.95,-81.76667
12,1328,12,1328,FLORIDA,2006,June,C,DE SOTO,EST,0,0,0,0,,,0,0.5,40,27.2,-81.86667,27.2,-81.86667
9,2126,9,2126,TEXAS,2006,May,C,COLLIN,CST,0,0,0,0,,,0,0.1,25,33.36667,-96.58333,33.36667,-96.58333
14,1640,14,1643,SOUTH CAROLINA,2006,May,C,DARLINGTON,EST,1,0,0,0,400K,,1,0.6,15,34.23333,-79.95,34.26667,-79.91667
5,1835,5,1835,NORTH DAKOTA,2006,June,C,RANSOM,CST,0,0,0,0,,,0,0.2,25,46.63333,-97.33333,46.63333,-97.33333
4,1546,4,1550,TEXAS,2006,May,C,CONCHO,CST,0,0,0,0,,,0,0.3,20,31.4,-100.26667,31.4,-100.26667
14,1655,14,1700,SOUTH CAROLINA,2006,May,C,FLORENCE,EST,0,0,0,0,250K,,1,0.3,15,34.2,-79.76667,34.2,-79.76667
10,1722,10,1727,INDIANA,2006,May,C,GIBSON,CST,0,0,0,0,,,0,2.7,50,38.23333,-87.71667,38.25,-87.66667
21,1710,21,1713,MICHIGAN,2006,June,C,LENAWEE,EST,0,0,0,0,40K,,0,2.2,100,41.93333,-84.31667,41.95,-84.3
26,1851,26,1851,ILLINOIS,2006,July,C,PIATT,CST,0,0,0,0,,,0,0.1,30,40.03333,-88.6,40.03333,-88.6
17,1436,17,1436,FLORIDA,2006,July,C,MANATEE,EST,0,0,0,0,,,0,0.3,40,27.28333,-82.08333,27.28333,-82.08333
14,1859,14,1900,INDIANA,2006,August,C,JENNINGS,EST,0,0,0,0,10K,0,0,0.5,100,38.93333,-85.51667,38.93333,-85.5
21,1037,21,1041,ILLINOIS,2006,July,C,MADISON,CST,0,0,0,0,,,0,4,50,38.7,-89.85,38.68333,-89.78333
21,1042,21,1045,ILLINOIS,2006,July,C,ST. CLAIR,CST,0,0,0,0,,,0,2.5,60,38.61667,-89.75,38.6,-89.68333
26,1825,26,1825,ILLINOIS,2006,July,C,PIATT,CST,0,0,0,0,,,0,0.1,20,40.01667,-88.65,40.01667,-88.65
6,1300,6,1300,FLORIDA,2006,July,C,LAKE,EST,0,0,0,0,70K,0,0,2,40,28.98,-81.43333,28.98,-81.43333
5,1500,5,1502,MARYLAND,2006,July,C,SOMERSET,EST,0,0,0,0,3K,,0,0.3,25,38.03333,-75.78333,38.03333,-75.78333
12,1332,12,1332,ILLINOIS,2006,July,C,MACON,CST,0,0,0,0,,,0,0.1,10,39.9,-88.81667,39.9,-88.81667
21,1147,21,1147,MISSOURI,2006,July,C,PERRY,CST,0,0,0,0,15K,,0,0.2,50,37.68333,-89.76667,37.68333,-89.76667
21,1905,21,1906,FLORIDA,2006,August,C,BROWARD,EST,0,0,0,0,,,0,0.1,30,26.31667,-80.1,26.31667,-80.1
10,357,10,357,IOWA,2006,August,C,CALHOUN,CST,0,0,0,0,,2K,0,0.2,30,42.31667,-94.66667,42.31667,-94.66667
11,928,11,929,FLORIDA,2006,August,C,SARASOTA,EST,0,0,0,0,,,0,0.3,30,27.1,-82.45,27.1,-82.45
21,1105,21,1113,ILLINOIS,2006,July,C,WASHINGTON,CST,0,0,0,0,,,0,7,100,38.43333,-89.36667,38.45,-89.23333
9,1135,9,1138,COLORADO,2006,July,C,ALAMOSA,MST,0,0,0,0,,,0,0.5,50,37.36667,-106.01667,37.36667,-106.01667
24,1255,24,1300,NORTH DAKOTA,2006,August,C,MCLEAN,CST,0,0,0,0,200K,,2,2,90,47.35,-101.3,47.36667,-101.26667
4,1921,4,1923,NORTH DAKOTA,2006,August,C,MCINTOSH,CST,0,0,0,0,,,0,0.1,40,45.95,-99.36667,45.95,-99.36667
20,1650,20,1652,NORTH DAKOTA,2006,August,C,DICKEY,CST,0,0,0,0,,,0,0.3,35,46.18333,-98.58333,46.18333,-98.58333
24,1500,24,1500,FLORIDA,2006,August,C,MARTIN,EST,0,0,0,0,20K,0,0,0.3,30,27.2,-80.25,27.2,-80.25
21,1318,21,1318,FLORIDA,2006,August,C,OKEECHOBEE,EST,0,0,0,0,0,0,0,0.5,30,27.35,-80.71667,27.35,-80.71667
19,1750,19,1751,ILLINOIS,2006,July,C,MACOUPIN,CST,0,0,0,0,0,,0,0.2,20,39.06667,-89.95,39.06667,-89.95
11,1939,11,1944,OHIO,2006,July,C,CLERMONT,EST,0,0,0,0,100K,,1,1,350,39.21667,-84.2,39.21667,-84.18333
11,2005,11,2007,OHIO,2006,July,C,CLINTON,EST,0,0,0,0,,2K,0,0.1,30,39.51667,-83.83333,39.51667,-83.83333
11,2049,11,2051,OHIO,2006,July,C,CLINTON,EST,0,0,0,0,,2K,0,0.1,30,39.31667,-83.81667,39.31667,-83.81667
11,1820,11,1828,OHIO,2006,July,C,WARREN,EST,0,0,0,0,200K,,1,4,50,39.55,-84.35,39.56667,-84.33333
11,1939,11,1944,OHIO,2006,July,C,MADISON,EST,0,0,0,0,25K,,0,1,20,40.08333,-83.43333,40.08333,-83.41667
27,1826,27,1830,MINNESOTA,2006,July,C,LAC QUI PARLE,CST,0,0,0,0,,,0,0.5,33,44.95,-96.1,44.93333,-96.1
4,1810,4,1830,FLORIDA,2006,August,C,UNION,EST,0,0,0,0,,,1,5.5,100,29.91667,-82.41667,30,-82.53333
11,1406,11,1411,KANSAS,2006,July,C,GREELEY,MST,0,0,0,0,,,0,0.4,10,38.53333,-101.56667,38.53333,-101.56667
10,1440,10,1445,OHIO,2006,July,C,RICHLAND,EST,0,0,0,0,150K,0K,1,2,40,40.61667,-82.36667,40.65,-82.33333
4,1855,4,1855,COLORADO,2006,July,C,ARAPAHOE,MST,0,0,0,0,0,0,0,0.1,50,39.75,-104.18333,39.75,-104.18333
31,2030,31,2030,NORTH CAROLINA,2006,August,C,ONSLOW,EST,0,0,0,0,,,0,0.2,25,34.56667,-77.41667,34.56667,-77.41667
26,1600,26,1605,NEBRASKA,2006,July,C,LINCOLN,CST,0,0,0,0,1K,,0,1.5,20,41.01667,-101.05,41.01667,-101.05
30,1400,30,1420,COLORADO,2006,July,C,MOFFAT,MST,0,0,0,0,,,0,3,100,40.45,-108.45,40.48333,-108.38333
6,1817,6,1840,WISCONSIN,2006,June,C,COLUMBIA,CST,0,0,0,0,600K,,1,9.2,200,43.55,-89.58333,43.45,-89.48333
28,1917,28,1918,INDIANA,2006,August,C,RUSH,EST,0,0,0,0,50K,10K,0,0.6,75,39.76667,-85.46667,39.76667,-85.46667
11,1842,11,1848,OHIO,2006,July,C,MONTGOMERY,EST,0,0,0,0,75K,,1,0.8,50,39.65,-84.25,39.65,-84.23333
11,1927,11,1929,OHIO,2006,July,C,CLERMONT,EST,0,0,0,0,,2K,0,0.1,30,39.16667,-84.25,39.16667,-84.25
26,455,26,455,LOUISIANA,2006,July,C,VERMILION,CST,0,0,0,0,,,0,0.2,10,30.05,-92.53333,30.05,-92.53333
19,1825,19,1826,ILLINOIS,2006,July,C,MADISON,CST,0,0,0,0,,,0,0.2,20,38.78333,-89.95,38.78333,-89.95
25,1648,25,1648,TEXAS,2006,June,C,DALLAM,CST,0,0,0,0,,,0,0.1,25,36.06667,-102.68333,36.06667,-102.68333
4,1120,4,1140,IDAHO,2006,June,C,ADAMS,MST,1,0,0,0,100K,,2,12,1760,45.03333,-116.71667,45.15,-116.51667
24,1647,24,1648,SOUTH DAKOTA,2006,June,C,DEWEY,CST,0,0,0,0,,,0,0.5,10,45.05,-100.38333,45.05,-100.36667
6,1833,6,1835,WISCONSIN,2006,June,C,IOWA,CST,0,0,0,0,5K,,0,0.5,30,43.01667,-89.93333,43.01667,-89.93333
13,300,13,300,FLORIDA,2006,June,C,DUVAL,EST,0,0,0,0,,,0,1,50,30.28333,-81.41667,30.28333,-81.41667
21,1808,21,1810,TEXAS,2006,June,C,SHERMAN,CST,0,0,0,0,,,0,0.1,25,36.2,-101.28333,36.2,-101.28333
24,1613,24,1615,SOUTH DAKOTA,2006,August,C,HYDE,CST,0,0,0,0,,,0,0.5,20,44.63333,-99.58333,44.63333,-99.58333
24,1633,24,1635,SOUTH DAKOTA,2006,August,C,HYDE,CST,0,0,0,0,,,0,0.5,20,44.58333,-99.43333,44.58333,-99.43333
24,1700,24,1725,MINNESOTA,2006,August,C,LE SUEUR,CST,30,0,1,0,20M,4M,3,17.5,880,44.56667,-93.3,44.56667,-93.3
24,1630,24,1700,MINNESOTA,2006,August,C,NICOLLET,CST,7,0,0,0,3.5M,,3,15.5,880,44.56667,-93.31667,44.56667,-93.31667
29,1440,29,1445,PENNSYLVANIA,2006,August,C,CHESTER,EST,0,0,0,0,75K,25K,1,2,150,39.78333,-75.76667,39.8,-75.73333
5,1813,5,1818,NORTH DAKOTA,2006,August,C,RICHLAND,CST,0,0,0,0,,,0,2,25,46.65,-97.18333,46.63333,-97.18333
3,1525,3,1528,OHIO,2006,August,C,KNOX,EST,1,0,0,0,325K,,0,0.1,17,40.58333,-83.31667,40.58333,-83.13333
24,1603,24,1630,SOUTH DAKOTA,2006,August,C,MCPHERSON,CST,1,0,0,0,,,3,14,300,45.66667,-99.68333,45.6,-99.48333
5,1802,5,1814,MINNESOTA,2006,August,C,ROSEAU,CST,0,0,0,0,20M,,3,4,500,48.9,-95.33333,48.9,-95.3
28,1935,28,1940,VIRGINIA,2006,September,C,KING AND QUEEN,EST,0,0,0,0,25K,,1,2,100,37.56667,-77.4,37.56667,-77.4
15,1824,15,1830,FLORIDA,2006,September,C,POLK,EST,0,0,0,0,,,0,0.7,50,27.71667,-81.51667,27.7,-81.51667
12,1437,12,1501,NEW YORK,2006,July,C,WESTCHESTER,EST,6,0,0,0,10.1M,,2,8,300,41.06667,-73.86667,41.13333,-73.65
21,1720,21,1722,LOUISIANA,2006,September,C,VERMILION,CST,0,0,0,0,15K,,0,1,20,29.95,-92.08333,29.95,-92.08333
21,1748,21,1752,LOUISIANA,2006,September,C,VERMILION,CST,0,0,0,0,100K,,1,2,50,30.01667,-92,30.06667,-92
16,1537,16,1538,SOUTH DAKOTA,2006,September,C,CLARK,CST,0,0,0,0,,,0,0.1,10,44.88333,-97.8,44.88333,-97.8
16,1550,16,1551,SOUTH DAKOTA,2006,September,C,CLARK,CST,0,0,0,0,,,0,0.1,10,44.93333,-97.71667,44.93333,-97.71667
28,1828,28,1829,OHIO,2006,August,C,FRANKLIN,EST,0,0,0,0,1K,,0,0.1,10,39.91667,-82.91667,39.91667,-82.91667
28,2020,28,2024,OHIO,2006,August,C,MERCER,EST,0,0,0,0,20K,20K,0,0.8,60,40.4,-84.66667,40.4,-84.65
28,2100,28,2103,OHIO,2006,August,C,AUGLAIZE,EST,0,0,0,0,100K,,0,0.8,300,40.51667,-84.31667,40.51667,-84.31667
22,1620,22,1621,ILLINOIS,2006,September,C,PIKE,CST,0,0,0,0,0,0,0,0.1,20,39.68333,-90.65,39.68333,-90.65
22,1555,22,1556,ILLINOIS,2006,September,C,WASHINGTON,CST,0,0,0,0,0,0,0,0.1,20,38.26667,-89.2,38.26667,-89.2
16,2002,16,2003,MINNESOTA,2006,September,C,WRIGHT,CST,0,0,0,0,200K,,0,0.2,25,45.26667,-94.21667,45.26667,-94.21667
22,1702,22,1703,ILLINOIS,2006,September,C,COOK,CST,0,0,0,0,,,0,0.3,50,41.83333,-87.65,41.83333,-87.65
21,1503,21,1518,KANSAS,2006,September,C,MITCHELL,CST,0,0,0,0,0,0,0,6,50,39.48333,-98.1,39.55,-98.11667
15,2154,15,2156,KANSAS,2006,September,C,KIOWA,CST,0,0,0,0,,,0,0.3,20,37.68333,-99.4,37.68333,-99.4
7,1302,7,1312,FLORIDA,2006,September,C,DUVAL,EST,0,0,0,0,,,0,1,25,30.4,-81.45,30.4,-81.45
23,1710,23,1710,MICHIGAN,2006,September,C,IONIA,EST,0,0,0,0,10K,5K,0,0.5,50,43,-84.95,43,-84.95
22,1901,22,1902,MISSOURI,2006,September,C,BUTLER,CST,0,0,0,0,4K,,1,0.3,50,36.56667,-90.4,36.56667,-90.38333
22,1723,22,1726,ARKANSAS,2006,September,C,IZARD,CST,0,0,0,0,,,1,2,40,36.11667,-91.73333,36.13333,-91.68333
22,1838,22,1846,KENTUCKY,2006,September,C,DAVIESS,CST,0,0,0,0,75K,,1,4,75,37.7,-86.91667,37.66667,-86.85
24,1540,24,1552,SOUTH DAKOTA,2006,August,C,SULLY,CST,0,0,0,0,,,1,5,600,44.75,-100,44.75,-99.88333
2,1346,2,1346,IOWA,2006,September,C,FRANKLIN,CST,0,0,0,0,,1K,0,0.2,30,42.7,-93.41667,42.7,-93.41667
28,1640,28,1650,VIRGINIA,2006,September,C,NOTTOWAY,EST,0,0,0,0,5K,,1,1.5,100,37.33333,-77.98333,37.33333,-77.98333
16,1556,16,1557,SOUTH DAKOTA,2006,September,C,MOODY,CST,0,0,0,0,,,0,0.6,50,43.85,-96.9,43.85,-96.88333
1,1814,1,1819,MINNESOTA,2006,August,C,WATONWAN,CST,0,0,0,0,2M,,3,1.5,440,43.9,-94.71667,43.88333,-94.66667
22,1356,22,1416,MISSOURI,2006,September,C,IRON,CST,0,0,0,0,,,1,12.4,550,37.58333,-90.8,37.65,-90.58333
22,1602,22,1608,MISSOURI,2006,September,C,IRON,CST,0,0,0,0,,,2,4.8,100,37.63333,-90.76667,37.65,-90.66667
22,1739,22,1745,UTAH,2006,September,C,GRAND,MST,0,0,0,0,,,0,0.2,15,38.5,-109.8,38.5,-109.8
22,1538,22,1539,ALABAMA,2006,September,C,MARSHALL,CST,0,0,0,0,,,0,0.1,10,34.33333,-86.5,34.33333,-86.5
21,1530,21,1531,KANSAS,2006,September,C,OTTAWA,CST,0,0,0,0,,,0,0.1,30,38.96667,-97.78333,38.96667,-97.78333
21,1555,21,1556,KANSAS,2006,September,C,OTTAWA,CST,0,0,0,0,,,0,0.1,30,39.18333,-97.71667,39.18333,-97.71667
5,1933,5,1947,NORTH DAKOTA,2006,August,C,RICHLAND,CST,0,0,0,0,,,0,5,25,48.66667,-97.85,48.66667,-97.85
22,1740,22,1740,ALABAMA,2006,September,C,BLOUNT,CST,0,0,0,0,50K,,2,0.3,200,33.88333,-86.61667,33.88333,-86.61667
21,1253,21,1304,KANSAS,2006,September,C,RUSSELL,CST,0,0,0,0,100K,,1,6,75,38.81667,-98.93333,38.88333,-98.85
21,1516,21,1517,KANSAS,2006,September,C,LINCOLN,CST,0,0,0,0,,,0,0.3,35,39.18333,-98,39.18333,-98
2,1437,2,1437,IOWA,2006,September,C,FRANKLIN,CST,0,0,0,0,,1K,0,0.2,30,42.9,-93.33333,42.9,-93.33333
22,1615,22,1616,ALABAMA,2006,September,C,COLBERT,CST,0,0,0,0,,,0,4,20,34.61667,-87.66667,34.65,-87.58333
21,1914,21,1917,ARKANSAS,2006,September,C,POLK,CST,0,0,0,0,,,1,2.2,40,34.33333,-94.36667,34.33333,-94.33333
9,2032,9,2035,SOUTH DAKOTA,2006,August,C,MCPHERSON,CST,0,0,0,0,,,0,0.3,10,45.8,-98.9,45.8,-98.9
12,1810,12,1812,SOUTH DAKOTA,2006,August,C,GRANT,CST,0,0,0,0,,,1,0.3,20,45.26667,-96.63333,45.26667,-96.63333
14,959,14,1008,NEW MEXICO,2006,August,C,CHAVES,MST,0,0,0,0,,,0,400,30,33.16667,-104.51667,33.16667,-104.51667
22,1715,22,1722,ARKANSAS,2006,September,C,IZARD,CST,0,0,0,0,,,1,3.7,40,36.15,-91.76667,36.16667,-91.7
