BEGIN_DAY,BEGIN_TIME,END_DAY,END_TIME,STATE,YEAR,MONTH_NAME,CZ_TYPE,CZ_NAME,CZ_TIMEZONE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,LAT,LON,END_LAT,END_LON
18,1545,18,1545,TEXAS,1951,May,C,YOUNG,CST,100,0,2,0,2.5M,0,4,2,200,33.42,-98.75,,
24,1700,24,1700,TEXAS,1951,May,C,HASKELL,CST,0,0,1,0,2.5K,0,1,0.5,20,33.37,-99.9,,
23,2200,23,2200,KANSAS,1951,June,C,STEVENS,CST,5,0,1,0,25K,0,2,0,33,37.18,-101.35,,
27,10,27,10,KANSAS,1951,June,C,TREGO,CST,100,0,5,0,2.5M,0,4,0.8,300,39.03,-99.88,,
1,2000,1,2000,KANSAS,1951,June,C,REPUBLIC,CST,0,0,0,0,2.5K,0,1,11,33,39.73,-97.98,39.78,-97.78
6,1630,6,1630,KANSAS,1951,June,C,GRANT,CST,3,0,0,0,2.5K,0,2,0,33,37.58,-101.33,,
6,1800,6,1800,KANSAS,1951,June,C,TREGO,CST,0,0,0,0,25K,0,1,3,400,38.88,-99.92,38.93,-99.88
6,2000,6,2000,KANSAS,1951,June,C,OSBORNE,CST,0,0,0,0,0K,0,1,0,33,39.18,-99.03,,
6,2200,6,2200,KANSAS,1951,June,C,BUTLER,CST,0,0,0,0,2.5K,0,1,0,33,37.68,-97.12,,
8,1330,8,1330,KANSAS,1951,June,C,COFFEY,CST,0,0,0,0,.25K,0,1,0.8,600,38.42,-95.62,,
20,2200,20,2200,KANSAS,1951,June,C,THOMAS,CST,0,0,0,0,0K,0,1,0,33,39.28,-100.95,,
20,2200,20,2200,KANSAS,1951,June,C,WICHITA,CST,0,0,0,0,25K,0,2,48.6,33,38.47,-101.37,38.48,-100.47
29,1830,29,1830,INDIANA,1951,March,C,HANCOCK,CST,2,0,0,0,250K,0,2,3,400,39.78,-85.77,39.82,-85.72
9,100,9,100,INDIANA,1951,July,C,HOWARD,CST,0,0,0,0,250K,0,2,1,1760,40.48,-86.12,,
13,1600,13,1600,INDIANA,1951,November,C,LAKE,CST,0,0,0,0,250K,0,2,0.3,400,41.6,-87.33,,
20,1400,20,1400,COLORADO,1951,May,C,SEDGWICK,CST,0,0,0,0,.03K,0,0,0,33,40.98,-102.27,,
20,1500,20,1500,COLORADO,1951,May,C,SEDGWICK,CST,0,0,0,0,.25K,0,0,6.1,33,40.98,-102.27,41.02,-102.15
14,2100,14,2100,COLORADO,1951,June,C,EL PASO,CST,0,0,0,0,2.5K,0,1,0,33,39,-104.25,,
25,1745,25,1745,COLORADO,1951,June,C,SEDGWICK,CST,1,0,0,0,0K,0,1,20.2,33,40.85,-102.5,40.58,-102.33
24,1400,24,1400,SOUTH CAROLINA,1951,June,C,BAMBERG,CST,0,0,0,0,25K,0,1,0,33,33.32,-81.13,,
26,1445,26,1445,WEST VIRGINIA,1951,June,C,WOOD,CST,1,0,0,0,0K,0,1,0,250,39.13,-81.7,39.13,-81.7
12,1130,12,1130,WISCONSIN,1951,September,C,PEPIN,CST,0,0,0,0,250K,0,3,3.3,200,44.63,-92.08,44.68,-92.03
26,1608,26,1608,WISCONSIN,1951,September,C,WAUPACA,CST,3,0,6,0,250K,0,4,22.3,100,44.37,-89.22,44.47,-88.78
16,655,16,655,GEORGIA,1951,November,C,DOUGHERTY,CST,0,0,0,0,2.5K,0,1,0.5,100,31.53,-84.17,,
26,1810,26,1810,KANSAS,1951,April,C,GRANT,CST,0,0,0,0,2.5K,0,0,29.2,33,37.47,-101.52,37.73,-101.1
26,1815,26,1815,KANSAS,1951,April,C,MORTON,CST,0,0,0,0,2.5K,0,1,0,33,37.17,-101.62,,
26,1930,26,1930,KANSAS,1951,April,C,MORTON,CST,0,0,0,0,2.5K,0,1,0,33,37.08,-101.77,,
30,530,30,530,KANSAS,1951,April,C,PRATT,CST,0,0,0,0,250K,0,3,12.8,440,37.63,-98.75,37.77,-98.58
2,1930,2,1930,KANSAS,1951,May,C,SHAWNEE,CST,0,0,0,0,.25K,0,1,0,10,39.03,-95.8,,
2,2030,2,2030,KANSAS,1951,May,C,ATCHISON,CST,0,0,0,0,.25K,0,1,0,33,39.4,-95.4,,
9,700,9,700,KANSAS,1951,May,C,JEFFERSON,CST,0,0,0,0,.25K,0,1,2.3,33,39.3,-95.5,39.33,-95.47
9,2100,9,2100,KANSAS,1951,May,C,OSAGE,CST,0,0,0,0,0K,0,0,0,33,38.78,-95.55,,
14,1930,14,1930,KANSAS,1951,May,C,RAWLINS,CST,4,0,0,0,2.5K,0,3,0,33,39.78,-101.33,,
20,1900,20,1900,KANSAS,1951,May,C,KEARNY,CST,0,0,0,0,25K,0,2,1,33,37.97,-101.25,,
21,1900,21,1900,KANSAS,1951,May,C,STANTON,CST,0,0,0,0,2.5K,0,1,0,33,37.53,-101.75,,
25,1800,25,1800,KANSAS,1951,May,C,REPUBLIC,CST,0,0,0,0,2.5K,0,2,0,33,39.93,-97.43,,
30,2000,30,2000,KANSAS,1951,May,C,ELLIS,CST,0,0,0,0,25K,0,1,3,33,38.83,-99.27,38.87,-99.32
30,2250,30,2250,KANSAS,1951,May,C,CLAY,CST,0,0,0,0,2.5K,0,0,0,33,39.28,-97.02,,
30,2250,30,2250,KANSAS,1951,May,C,CLAY,CST,0,0,0,0,2.5K,0,1,8.3,33,39.13,-97.05,39.22,-96.93
21,1400,21,1400,LOUISIANA,1951,April,C,LA SALLE,CST,2,0,0,0,25K,0,0,1,33,31.72,-92.25,,
2,1615,2,1615,LOUISIANA,1951,September,C,WINN,CST,0,0,0,0,25K,0,1,0.5,100,31.92,-92.73,,
27,1030,27,1030,LOUISIANA,1951,September,C,JEFFERSON,CST,0,0,0,0,25K,0,2,1,20,29.87,-90.13,,
6,1550,6,1550,LOUISIANA,1951,February,C,ST. LANDRY,CST,0,0,0,0,25K,0,1,0.5,33,30.5,-92,,
6,1700,6,1700,LOUISIANA,1951,February,C,TANGIPAHOA,CST,0,0,0,0,25K,0,1,4.9,33,30.48,-90.42,30.53,-90.37
7,1800,7,1800,KANSAS,1951,July,C,ROOKS,CST,0,0,0,0,2.5K,0,2,0,33,39.25,-99.57,,
1,1300,1,1300,VIRGINIA,1951,February,C,APPOMATTOX,CST,0,0,0,0,2.5K,0,1,0.1,50,37.37,-78.78,,
11,1500,11,1500,VIRGINIA,1951,May,C,KING AND QUEEN,CST,0,0,0,0,25K,0,1,0,33,37.55,-76.73,,
13,1505,13,1505,VIRGINIA,1951,June,C,RICHMOND (C),CST,12,0,0,0,250K,0,2,4.1,350,37.55,-77.48,37.6,-77.43
27,1500,27,1500,VIRGINIA,1951,June,C,NEWPORT NEWS (C),CST,0,0,0,0,2.5K,0,1,0,33,37.12,-76.53,,
1,640,1,640,VIRGINIA,1951,November,C,YORK,CST,0,0,0,0,2.5K,0,1,0,230,37.22,-76.52,,
27,1930,27,1930,ILLINOIS,1951,June,C,LOGAN,CST,35,0,0,0,2.5M,0,3,9.6,300,39.95,-89.17,39.95,-88.98
13,1315,13,1315,ILLINOIS,1951,November,C,MASON,CST,0,0,0,0,25K,0,2,47.4,50,40.2,-89.72,40.6,-88.98
17,1934,17,1934,PENNSYLVANIA,1952,January,C,CRAWFORD,CST,0,0,0,0,250K,0,2,0.5,400,41.6,-80.3,,
5,1530,5,1530,PENNSYLVANIA,1952,April,C,MONROE,CST,0,0,0,0,2.5K,0,1,1,33,41.12,-75.28,,
19,545,19,545,PENNSYLVANIA,1952,July,C,ERIE,CST,0,0,0,0,2.5K,0,2,5.6,27,41.93,-79.75,41.92,-79.63
23,1230,23,1230,PENNSYLVANIA,1952,July,C,MIFFLIN,CST,4,0,0,0,25K,0,2,0,33,40.62,-77.57,,
16,1815,16,1815,PENNSYLVANIA,1952,August,C,DAUPHIN,CST,0,0,0,0,2.5K,0,1,0.5,30,40.62,-76.72,,
5,1610,5,1610,NEW JERSEY,1952,April,C,UNION,CST,0,0,0,0,2.5K,0,1,0.2,33,40.63,-74.32,,
13,1500,13,1500,OKLAHOMA,1952,July,C,ROGERS,CST,0,0,0,0,2.5K,0,1,0,33,36.32,-95.7,,
16,1730,16,1730,OKLAHOMA,1952,July,C,BEAVER,CST,0,0,0,0,25K,0,1,0,30,36.87,-100.88,,
15,1630,15,1630,OKLAHOMA,1952,August,C,LOGAN,CST,0,0,0,0,25K,0,2,5.1,77,35.8,-97.5,35.85,-97.43
20,1600,20,1600,OKLAHOMA,1952,April,C,JACKSON,CST,0,0,0,0,0K,0,0,1.5,440,34.67,-99.5,,
20,1830,20,1830,OKLAHOMA,1952,April,C,ROGER MILLS,CST,0,0,0,0,0K,0,0,0,20,35.97,-99.47,,
22,2330,22,2330,OKLAHOMA,1952,May,C,GRADY,CST,0,0,0,0,.25K,0,1,0,33,34.75,-97.92,,
1,49,1,49,OKLAHOMA,1952,June,C,ROGER MILLS,CST,0,0,0,0,2.5K,0,1,0,33,35.5,-100,,
4,1530,4,1530,OKLAHOMA,1952,June,C,BLAINE,CST,0,0,0,0,2.5K,0,1,0,33,36.07,-98.32,,
15,50,15,50,OKLAHOMA,1952,June,C,ROGER MILLS,CST,0,0,0,0,2.5K,0,1,0,33,35.62,-99.68,,
30,1830,30,1830,TEXAS,1952,April,C,TOM GREEN,CST,6,0,0,0,250K,0,3,0.5,100,31.45,-100.47,,
23,1140,23,1140,TEXAS,1952,May,C,HENDERSON,CST,1,0,0,0,2.5K,0,0,0.5,33,32.22,-95.62,,
23,1430,23,1430,TEXAS,1952,May,C,TOM GREEN,CST,1,0,0,0,2.5K,0,1,7.1,50,31.45,-100.48,31.45,-100.37
17,1930,17,1930,TEXAS,1952,March,C,WICHITA,CST,0,0,0,0,25K,0,1,0,33,33.88,-98.58,,
17,2000,17,2000,TEXAS,1952,March,C,PALO PINTO,CST,0,0,0,0,2.5K,0,0,0.5,20,32.92,-98.25,,
21,1215,21,1215,TEXAS,1952,April,C,MCLENNAN,CST,0,0,0,0,25K,0,4,2.3,200,31.5,-97.45,31.48,-97.42
6,1300,6,1300,NEW YORK,1952,May,C,ESSEX,CST,0,0,0,0,25K,0,2,4.9,200,44.33,-74,44.38,-73.92
17,1130,17,1130,NORTH CAROLINA,1952,September,C,DARE,CST,0,0,0,0,25K,0,3,1,50,35.95,-75.6,,
13,2230,13,2230,MISSISSIPPI,1952,February,C,HANCOCK,CST,2,0,0,0,0K,0,1,0,33,30.42,-89.48,,
21,2200,21,2200,MISSISSIPPI,1952,March,C,MARSHALL,CST,24,0,9,0,250K,0,4,10.9,100,34.87,-89.68,35,-89.58
3,1545,3,1545,MISSISSIPPI,1952,August,C,LAFAYETTE,CST,0,0,0,0,25K,0,2,0.3,200,34.37,-89.52,,
10,1900,10,1900,NORTH DAKOTA,1952,June,C,STARK,CST,0,0,0,0,25K,0,2,10.1,33,46.78,-103.02,46.78,-102.8
15,1600,15,1600,NORTH DAKOTA,1952,June,C,WELLS,CST,1,0,0,0,25K,0,3,1.7,33,47.4,-99.55,,
1,1400,1,1400,NORTH DAKOTA,1952,July,C,RICHLAND,CST,0,0,0,0,25K,0,3,0.5,33,46.07,-96.95,,
1,1730,1,1730,NORTH DAKOTA,1952,July,C,MCKENZIE,CST,0,0,0,0,25K,0,2,9.7,33,47.82,-103.55,47.8,-103.33
10,945,10,945,NEW JERSEY,1952,August,C,MONMOUTH,CST,0,0,0,0,25K,0,1,24.5,100,40.17,-74.4,40.42,-74.07
13,1930,13,1930,NEBRASKA,1952,August,C,CASS,CST,0,0,0,0,250K,0,4,7.3,33,41.02,-96.32,40.93,-96.22
15,1902,15,1902,NEBRASKA,1952,June,C,HOLT,CST,0,0,0,0,2.5K,0,1,1,33,42.48,-98.67,,
24,1900,24,1900,NORTH DAKOTA,1952,July,C,STUTSMAN,CST,0,0,0,0,250K,0,2,7.3,33,47,-98.67,47,-98.5
26,2000,26,2000,NEBRASKA,1952,June,C,SALINE,CST,0,0,0,0,0K,0,2,2.7,33,40.63,-96.93,40.58,-96.92
13,1900,13,1900,NEBRASKA,1952,August,C,SAUNDERS,CST,20,0,0,0,250K,0,4,19.4,110,41.22,-96.58,41.02,-96.32
29,1600,29,1600,NEBRASKA,1952,April,C,FURNAS,CST,0,0,0,0,0K,0,1,1,20,40.15,-99.8,,
8,1600,8,1600,NEBRASKA,1952,May,C,CHEYENNE,CST,0,0,0,0,0K,0,1,0,33,41.18,-103.33,,
13,2100,13,2100,NEBRASKA,1952,May,C,CHEYENNE,CST,0,0,0,0,0K,0,1,0,33,41.42,-103.07,,
26,1800,26,1800,NEBRASKA,1952,May,C,CHEYENNE,CST,0,0,0,0,0K,0,0,2,33,41.2,-103.03,,
26,1530,26,1530,ARKANSAS,1952,January,C,ARKANSAS,CST,0,0,0,0,25K,0,1,0,33,34.42,-91.4,,
26,1600,26,1600,ARKANSAS,1952,January,C,ARKANSAS,CST,0,0,0,0,25K,0,1,0,33,34.48,-91.55,,
13,1630,13,1630,ARKANSAS,1952,February,C,MISSISSIPPI,CST,5,0,0,0,0K,0,2,0.3,33,35.95,-90.15,,
21,1600,21,1600,ARKANSAS,1952,March,C,SALINE,CST,0,0,0,0,25K,0,3,17.7,440,34.72,-92.82,34.78,-92.52
21,1650,21,1650,ARKANSAS,1952,March,C,WHITE,CST,325,0,50,0,2.5M,0,4,14.6,1760,35.22,-91.7,35.37,-91.52
21,1700,21,1700,ARKANSAS,1952,March,C,FAULKNER,CST,6,0,0,0,25K,0,2,0,33,34.95,-92.42,,
21,1700,21,1700,ARKANSAS,1952,March,C,LONOKE,CST,9,0,9,0,250K,0,3,16.2,33,34.53,-91.8,34.73,-91.65
21,1700,21,1700,ARKANSAS,1952,March,C,LONOKE,CST,6,0,2,0,250K,0,4,7.6,33,34.9,-91.85,34.8,-91.8
21,1720,21,1720,ARKANSAS,1952,March,C,PRAIRIE,CST,15,0,5,0,250K,0,2,13.3,417,34.8,-91.8,34.98,-91.73
16,1605,16,1605,ARKANSAS,1952,July,C,MILLER,CST,0,0,0,0,0K,0,2,1.1,50,33.45,-93.97,33.47,-93.97
17,1630,17,1630,ARKANSAS,1952,November,C,POLK,CST,0,0,0,0,25K,0,2,11.4,100,34.57,-94.4,34.7,-94.28
21,1730,21,1730,ARKANSAS,1952,March,C,WOODRUFF,CST,180,0,29,0,2.5M,0,4,13.1,880,35,-91.25,35.13,-91.08
21,1740,21,1740,ARKANSAS,1952,March,C,JACKSON,CST,6,0,0,0,2.5K,0,3,9.6,440,35.47,-91.2,35.53,-91.05
21,1845,21,1845,ARKANSAS,1952,March,C,POINSETT,CST,39,0,2,0,250K,0,3,12.1,417,35.6,-90.72,35.67,-90.52
21,1845,21,1845,ARKANSAS,1952,March,C,POINSETT,CST,5,0,1,0,250K,0,3,9.4,200,35.53,-90.42,35.62,-90.28
21,1900,21,1900,ARKANSAS,1952,March,C,MISSISSIPPI,CST,57,0,1,0,250K,0,3,39.7,880,35.67,-90.52,35.95,-89.9
21,1900,21,1900,ARKANSAS,1952,March,C,MISSISSIPPI,CST,57,0,1,0,250K,0,3,39.7,880,35.67,-90.52,35.95,-89.9
22,1830,22,1830,ARKANSAS,1952,April,C,COLUMBIA,CST,0,0,0,0,.03K,0,1,0.3,150,33.32,-93.25,,
28,645,28,645,FLORIDA,1952,January,C,LEON,CST,0,0,0,0,25K,0,2,1.5,33,30.5,-84.23,,
4,1535,4,1535,ARKANSAS,1952,June,C,LAWRENCE,CST,0,0,0,0,0K,0,2,0,33,36.12,-90.93,,
10,1100,10,1100,NORTH CAROLINA,1952,May,C,BERTIE,CST,6,0,0,0,0K,0,2,0,33,36.1,-77.25,,
20,1100,20,1100,NORTH CAROLINA,1952,May,C,HYDE,CST,2,0,0,0,0K,0,2,1.5,33,35.47,-76.38,,
23,1100,23,1100,NORTH CAROLINA,1952,July,C,HALIFAX,CST,0,0,0,0,25K,0,2,0,33,36.25,-77.75,,
21,20,21,20,MISSOURI,1952,August,C,PETTIS,CST,13,0,1,0,25M,0,2,1.3,300,38.68,-93.27,38.7,-93.23
5,1500,5,1500,MARYLAND,1952,April,C,CAROLINE,CST,0,0,0,0,.25K,0,0,0.3,33,39.12,-75.75,,
10,900,10,900,ALABAMA,1952,May,C,FAYETTE,CST,0,0,0,0,25K,0,1,0.2,50,33.73,-87.75,,
9,1500,9,1500,KENTUCKY,1952,December,C,DAVIESS,CST,3,0,0,0,0K,0,3,25.2,880,37.68,-87.3,37.87,-86.9
13,2000,13,2000,ALABAMA,1952,February,C,TUSCALOOSA,CST,14,0,1,0,25K,0,3,3.3,100,33.57,-87.67,33.6,-87.63
13,2000,13,2000,ALABAMA,1952,February,C,FAYETTE,CST,0,0,0,0,25K,0,3,2.3,100,33.6,-87.63,33.62,-87.62
13,2030,13,2030,ALABAMA,1952,February,C,CULLMAN,CST,3,0,0,0,2.5M,0,1,1.3,400,34.02,-86.75,34.03,-86.73
5,1200,5,1200,MARYLAND,1952,April,C,FREDERICK,CST,0,0,0,0,25K,0,1,1,50,39.45,-77.55,,
5,1400,5,1400,MARYLAND,1952,April,C,FREDERICK,CST,1,0,0,0,25K,0,1,1,50,39.63,-77.42,,
23,2200,23,2200,MINNESOTA,1952,June,C,NICOLLET,CST,0,0,0,0,2.5M,0,2,61.6,220,44.38,-94.58,44.83,-93.5
23,2330,23,2330,MINNESOTA,1952,June,C,HENNEPIN,CST,5,0,0,0,2.5M,0,2,0,220,44.83,-93.5,44.85,-93.47
24,1830,24,1830,MINNESOTA,1952,June,C,LE SUEUR,CST,6,0,0,0,2.5M,0,2,65.8,267,44.33,-93.85,45.12,-93.08
2,1600,2,1600,MINNESOTA,1952,July,C,GRANT,CST,0,0,0,0,25K,0,1,4.1,217,45.87,-96.18,45.82,-96.12
16,1900,16,1900,MINNESOTA,1952,July,C,AITKIN,CST,0,0,0,0,25K,0,2,9.4,333,46.72,-93.53,46.83,-93.42
27,1525,27,1525,MINNESOTA,1952,August,C,STEVENS,CST,0,0,0,0,25K,0,1,13.3,33,45.58,-96.22,45.58,-95.93
18,1735,18,1735,MISSOURI,1952,March,C,STE. GENEVIEVE,CST,0,0,0,0,25K,0,2,9.9,100,37.78,-90.35,37.88,-90.22
21,2000,21,2000,MISSOURI,1952,March,C,PEMISCOT,CST,100,0,17,0,2.5M,0,4,6.5,880,36.05,-89.82,36.07,-89.7
7,1600,7,1600,MISSOURI,1952,May,C,GENTRY,CST,0,0,0,0,.25K,0,1,1.5,400,40.1,-94.53,,
13,1710,13,1710,MISSOURI,1952,February,C,PEMISCOT,CST,0,0,0,0,2.5K,0,2,4.5,100,36.07,-89.93,36.12,-89.88
13,1720,13,1720,MISSOURI,1952,February,C,PEMISCOT,CST,0,0,0,0,0K,0,2,2.3,100,36.12,-89.88,36.15,-89.87
23,1300,23,1300,IOWA,1952,May,C,BUTLER,CST,0,0,0,0,0K,0,2,0,17,42.75,-92.97,,
23,1500,23,1500,IOWA,1952,May,C,WORTH,CST,0,0,0,0,0K,0,1,0,33,43.33,-93.08,,
23,1830,23,1830,IOWA,1952,June,C,CHEROKEE,CST,4,0,0,0,2.5M,0,4,24.1,400,42.75,-95.85,42.9,-95.42
2,1750,2,1750,IOWA,1952,July,C,LYON,CST,0,0,0,0,0K,0,1,0,33,43.4,-96.1,,
17,1320,17,1320,IOWA,1952,November,C,MUSCATINE,CST,0,0,0,0,0K,0,0,0,50,41.55,-91.08,,
28,2210,28,2210,SOUTH DAKOTA,1952,June,C,HUTCHINSON,CST,0,0,0,0,25K,0,1,0,33,43.23,-97.58,,
13,1310,13,1310,OHIO,1952,April,C,TUSCARAWAS,CST,4,0,0,0,250K,0,1,0,33,40.53,-81.5,,
13,1300,13,1300,OKLAHOMA,1952,July,C,KINGFISHER,CST,0,0,0,0,.25K,0,1,1,10,35.93,-97.73,,
9,1845,9,1845,INDIANA,1952,May,C,MARION,CST,0,0,0,0,250K,0,1,15.6,13,39.8,-86.07,39.87,-85.78
9,1550,9,1550,INDIANA,1952,December,C,PERRY,CST,0,0,0,0,250K,0,3,1.3,33,37.93,-86.77,37.95,-86.73
8,1430,8,1430,COLORADO,1952,May,C,KIT CARSON,CST,1,0,0,0,25K,0,2,2.5,200,39.48,-102.6,,
10,1400,10,1400,SOUTH CAROLINA,1952,May,C,GREENVILLE,CST,0,0,0,0,.03K,0,3,6.6,83,34.8,-82.25,34.8,-82.13
10,1415,10,1415,SOUTH CAROLINA,1952,May,C,SPARTANBURG,CST,4,0,2,0,.03K,0,3,16.1,83,34.8,-82.13,34.8,-81.85
12,1900,12,1900,SOUTH CAROLINA,1952,June,C,BARNWELL,CST,0,0,0,0,250K,0,1,2,167,33.42,-81.42,,
5,1230,5,1230,TEXAS,1952,June,C,GRAYSON,CST,0,0,0,0,.03K,0,1,13.8,33,33.65,-96.75,33.83,-96.65
23,1630,23,1630,MINNESOTA,1952,June,C,SWIFT,CST,0,0,0,0,2.5M,0,2,8.4,220,45.3,-95.5,45.35,-95.33
19,2237,19,2237,NORTH CAROLINA,1952,November,C,GRANVILLE,CST,1,0,0,0,250K,0,2,1,50,36.43,-78.72,,
31,2130,31,2130,VIRGINIA,1952,August,C,FAIRFAX,CST,0,0,0,0,25K,0,1,2,100,38.78,-77.15,,
23,2130,23,2130,WISCONSIN,1952,June,C,POLK,CST,6,0,2,0,2.5M,0,3,18.2,100,45.42,-92.63,45.58,-92.33
22,1745,22,1745,KANSAS,1952,May,C,JOHNSON,CST,1,0,0,0,250K,0,4,10.9,440,39.03,-94.92,39.07,-94.72
19,1910,19,1910,KANSAS,1952,June,C,SUMNER,CST,0,0,0,0,25K,0,2,3.3,60,37.18,-97.42,37.22,-97.37
21,1900,21,1900,KANSAS,1952,June,C,LEAVENWORTH,CST,0,0,0,0,25K,0,2,24.9,33,39.13,-95.15,39.13,-94.68
6,1500,6,1500,KANSAS,1952,July,C,DECATUR,CST,0,0,0,0,0K,0,1,11.9,33,39.83,-100.2,40,-100.13
7,2200,7,2200,KANSAS,1952,August,C,EDWARDS,CST,0,0,0,0,0K,0,1,0,33,37.93,-99.42,,
14,2130,14,2130,KANSAS,1952,August,C,DICKINSON,CST,0,0,0,0,25K,0,2,1.5,100,38.68,-97.02,,
17,1,17,1,KANSAS,1952,November,C,NEMAHA,CST,0,0,0,0,0K,0,1,0,33,39.67,-95.87,,
29,1600,29,1600,TENNESSEE,1952,February,C,MARSHALL,CST,166,0,3,0,25K,0,1,0.1,100,35.42,-86.7,,
29,1630,29,1630,TENNESSEE,1952,February,C,LINCOLN,CST,150,0,2,0,2.5M,0,4,2,300,35.15,-86.58,,
29,1730,29,1730,TENNESSEE,1952,February,C,MCMINN,CST,0,0,0,0,250K,0,2,15.3,587,35.3,-84.67,35.45,-84.47
21,1800,21,1800,TENNESSEE,1952,March,C,DYER,CST,10,0,2,0,250K,0,4,4.7,200,36.02,-89.2,36.08,-89.18
21,2030,21,2030,TENNESSEE,1952,March,C,DYER,CST,5,0,4,0,250K,0,4,2,200,36.1,-89.27,,
13,1700,13,1700,TENNESSEE,1952,February,C,BENTON,CST,0,0,0,0,25K,0,2,0.3,300,36,-88.12,,
13,1945,13,1945,TENNESSEE,1952,February,C,DAVIDSON,CST,0,0,0,0,25K,0,1,0.3,200,36.05,-87.03,,
13,2100,13,2100,TENNESSEE,1952,February,C,LINCOLN,CST,0,0,0,0,0K,0,1,0.2,400,35.23,-86.82,,
13,2300,13,2300,TENNESSEE,1952,February,C,GRUNDY,CST,2,0,0,0,250K,0,3,5.1,400,35.25,-85.83,35.27,-85.75
28,600,28,600,GEORGIA,1952,January,C,DOUGHERTY,CST,1,0,0,0,25K,0,1,2,100,31.58,-84.17,,
29,1900,29,1900,GEORGIA,1952,February,C,FRANKLIN,CST,0,0,0,0,25K,0,2,7.8,77,34.4,-83.33,34.42,-83.2
3,2011,3,2011,GEORGIA,1952,March,C,BIBB,CST,4,0,0,0,250K,0,3,4.3,400,32.8,-83.68,32.78,-83.62
13,1420,13,1420,GEORGIA,1952,March,C,LEE,CST,0,0,0,0,25K,0,1,1,150,31.65,-84.17,,
19,900,19,900,LOUISIANA,1952,February,C,CADDO,CST,5,0,0,0,25K,0,2,0.5,200,32.35,-94,,
3,2300,3,2300,LOUISIANA,1952,April,C,CLAIBORNE,CST,0,0,0,0,25K,0,1,2,67,32.95,-92.83,,
4,200,4,200,LOUISIANA,1952,April,C,JEFFERSON DAVIS,CST,10,0,0,0,250K,0,3,16.5,100,30.17,-92.87,30.27,-92.62
4,350,4,350,LOUISIANA,1952,April,C,ST. MARTIN,CST,0,0,0,0,250K,0,2,7.2,67,30.4,-91.92,30.4,-91.8
4,920,4,920,FLORIDA,1952,April,C,BAY,CST,1,0,0,0,2.5K,0,1,0,20,30.17,-85.7,,
23,1330,23,1330,FLORIDA,1952,May,C,HERNANDO,CST,1,0,0,0,2.5K,0,0,0,33,28.55,-82.38,,
16,1445,16,1445,FLORIDA,1952,August,C,PALM BEACH,CST,0,0,0,0,2.5K,0,1,0.2,17,26.77,-80.22,,
26,1020,26,1020,FLORIDA,1952,February,C,PALM BEACH,CST,0,0,0,0,2.5K,0,1,1.5,17,26.57,-80.12,,
30,1914,30,1914,KANSAS,1952,April,C,STAFFORD,CST,0,0,0,0,0K,0,0,0,33,38.07,-98.67,,
5,915,5,915,VIRGINIA,1952,April,C,AUGUSTA,CST,2,0,0,0,25K,0,2,1,150,38.22,-78.83,,
18,1807,18,1807,ILLINOIS,1952,March,C,GREENE,CST,1,0,0,0,25K,0,1,3,10,39.18,-90.37,39.22,-90.32
24,1750,24,1750,ILLINOIS,1952,May,C,ST. CLAIR,CST,0,0,0,0,25K,0,1,0,33,39.5,-90.02,,
17,1700,17,1700,ILLINOIS,1952,July,C,MERCER,CST,0,0,0,0,2.5K,0,1,0,33,41.1,-90.78,,
21,2200,21,2200,TENNESSEE,1952,March,C,FAYETTE,CST,50,0,7,0,250K,0,4,18.7,427,35,-89.58,35.12,-89.28
21,2245,21,2245,TENNESSEE,1952,March,C,GIBSON,CST,2,0,2,0,25K,0,2,0.1,150,35.8,-88.78,,
21,2250,21,2250,TENNESSEE,1952,March,C,CARROLL,CST,3,0,0,0,250K,0,3,0.1,100,35.85,-88.67,,
21,2300,21,2300,TENNESSEE,1952,March,C,CARROLL,CST,8,0,1,0,250K,0,2,0.1,150,35.93,-88.5,,
21,2317,21,2317,TENNESSEE,1952,March,C,CARROLL,CST,19,0,0,0,250K,0,3,5.1,177,36.02,-88.27,36.07,-88.2
21,2355,21,2355,TENNESSEE,1952,March,C,HUMPHREYS,CST,0,0,0,0,25K,0,2,0.3,500,35.85,-87.68,,
22,100,22,100,TENNESSEE,1952,March,C,HENDERSON,CST,43,0,11,0,2.5M,0,4,15.9,177,35.5,-88.52,35.63,-88.28
22,1115,22,1115,TENNESSEE,1952,March,C,SMITH,CST,1,0,0,0,25K,0,1,0.3,7,36.25,-85.93,,
29,1925,29,1925,OKLAHOMA,1953,March,C,COMANCHE,CST,0,0,0,0,2.5K,0,1,1,100,34.58,-98.42,,
14,2300,14,2300,OKLAHOMA,1953,April,C,ATOKA,CST,0,0,0,0,2.5K,0,2,0.3,23,34.37,-96.2,,
23,1531,23,1531,OKLAHOMA,1953,April,C,OKMULGEE,CST,4,0,1,0,25K,0,2,1.5,300,35.37,-96.08,,
23,2000,23,2000,OKLAHOMA,1953,April,C,MCCURTAIN,CST,1,0,0,0,250K,0,2,1,200,33.9,-94.83,,
23,2010,23,2010,OKLAHOMA,1953,April,C,MCCURTAIN,CST,0,0,0,0,2.5K,0,1,0,33,33.95,-95.08,,
